Sentence,Sentiment,label,cleaned_sentence
"As an alternative to the share exchange , Panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share .",neutral,1,As an alternative to the share exchange  Panostaja offers a full cash consideration at the value of  euro   per share
Self-service and automation are in a bigger role now and Fujitsu 's global resources will be exploited effectively .,positive,2,Selfservice and automation are in a bigger role now and Fujitsu s global resources will be exploited effectively
"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",positive,2,The company  which makes garden tools  scissors and other consumer goods  said earnings were boosted by  mln eur of income it received from its  pct shareholding in Finnish engineering group Wartsila
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,neutral,1,Operating loss amounted to EUR  mn in the first half of  compared to a profit of EUR  mn in the first half of
"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .",positive,2,Pretax profit totaled EUR  mn  up from EUR  mn
The Efore plant at Saarijarvi in central Finland is one of the largest employers in the region .,neutral,1,The Efore plant at Saarijarvi in central Finland is one of the largest employers in the region
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",negative,0,Loss after financial items totalled EUR  mn  compared to a profit of EUR  mn in the corresponding period in
"However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 .",negative,0,However  the company saw its net profit for the third quarter down to EUR  m from EUR  m for the corresponding period of
"ADPnews - Sep 28 , 2009 - Finnish silicon wafers maker Okmetic Oyj HEL : OKM1V said it will reduce the number of its clerical workers by 22 worldwide as a result of personnel negotiations completed today .",neutral,1,ADPnews  Sep     Finnish silicon wafers maker Okmetic Oyj HEL  OKMV said it will reduce the number of its clerical workers by  worldwide as a result of personnel negotiations completed today
"The broker has initiated both Palfinger AG and Konecranes OYJ with ` buy ' recommendations , with 51 and 42 eur price targets respectively .",positive,2,The broker has initiated both Palfinger AG and Konecranes OYJ with  buy  recommendations  with  and  eur price targets respectively
"There will be return flights from Stuttgart every morning , as well as evening departures on Thursdays , Fridays and Sundays .",neutral,1,There will be return flights from Stuttgart every morning  as well as evening departures on Thursdays  Fridays and Sundays
"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",positive,2,Operating profit totaled EUR mn  up from EUR mn in
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",negative,0,Finnish electronics contract manufacturer Scanfil reports net sales of EUR  mn in the second quarter of   down from EUR  mn a year earlier
Negotiations with representatives of the personnel regarding the restructuring process have now been ended .,neutral,1,Negotiations with representatives of the personnel regarding the restructuring process have now been ended
"Via the plant , the Belgian company will feed 8.4 MW of electricity into the distribution grid and will be able to deliver up to 14 MW of heat .",neutral,1,Via the plant  the Belgian company will feed  MW of electricity into the distribution grid and will be able to deliver up to  MW of heat
looks like a big feb 18-22 $put spread on $cree.  Last quarter 0% YoY rev growth trading @ 24x earnings.  I may try a short.,negative,0,looks like a big feb   spread on   Last quarter  YoY rev growth trading  x earnings  I may try a short
"Honkarakenne also decided yesterday to sell 88,500 of its B-series shares to key staff members for EUR 2.90 per share .",neutral,1,Honkarakenne also decided yesterday to sell  of its Bseries shares to key staff members for EUR  per share
Bilfinger Industrial Services win Â£100m BP contract extension,positive,2,Bilfinger Industrial Services win m BP contract extension
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,positive,2,Orion Pharma s operating profit increased by   from
BBCN Bancorp to buy Wilshire Bancorp in $1 bln deal,positive,2,BBCN Bancorp to buy Wilshire Bancorp in  bln deal
Production at the plant will be based on Neste Oil 's proprietary technology that can use a flexible input of any vegetable oil or animal fat .,neutral,1,Production at the plant will be based on Neste Oil s proprietary technology that can use a flexible input of any vegetable oil or animal fat
"The transaction covers a building lot of 46,763 sq m and factory buildings of 19,631 sq m. Since the autumn of 2007 , when Scanfil discontinued its production operations in Oulu , the facilities have been partly leased to other parties .",neutral,1,The transaction covers a building lot of  sq m and factory buildings of  sq m Since the autumn of   when Scanfil discontinued its production operations in Oulu  the facilities have been partly leased to other parties
"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said .",positive,2,However  sales returned to growth in AprilJune   CEO Pekka Eloholma said
"Yesterday , Legrand issued its E300 million fixed rate deal maturing 2017 .",neutral,1,Yesterday  Legrand issued its E million fixed rate deal maturing
UPDATE 1-Lloyds to cut 945 jobs as part of 3-year restructuring plan,negative,0,UPDATE Lloyds to cut  jobs as part of year restructuring plan
"Cohen & Steers , Inc. : 5 534 626 shares representing 4.985 % of the share capital and voting rights .",neutral,1,Cohen  Steers  Inc     shares representing   of the share capital and voting rights
Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,positive,2,Teva FDA Approves Generic Version of AstraZeneca Heartburn Drug
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",positive,2,Both operating profit and net sales for the threemonth period increased  respectively from EUR  m and EUR  m  as compared to the corresponding period in
"Simultaneously with this merger plan another merger plan has been signed , according to which Suomen Projektivuokraus Oy , a subsidiary of VTM-Rakennuskonevuokraamo Oy , would be merged with VTM-Rakennuskonevuokraamo Oy .",neutral,1,Simultaneously with this merger plan another merger plan has been signed  according to which Suomen Projektivuokraus Oy  a subsidiary of VTMRakennuskonevuokraamo Oy  would be merged with VTMRakennuskonevuokraamo Oy
"We are glad that our long co-operation with SODRA continues '' , comments Stig-Goran Sandberg , Affecto 's Area Manager for Baltic operations .",positive,2,We are glad that our long cooperation with SODRA continues   comments StigGoran Sandberg  Affecto s Area Manager for Baltic operations
The availability of the Internet services is highlighted in the service offer of Kesko 's K-Group stores .,neutral,1,The availability of the Internet services is highlighted in the service offer of Kesko s KGroup stores
